Date,Forecast,Lower_Bound,Upper_Bound,Store_Id,Item,Forecast_Generated,Days_In_Future,Product,Model,Forecast_Type
2025-07-09,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,1,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-10,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,2,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-11,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,3,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-12,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,4,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-13,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,5,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-14,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,6,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-15,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,7,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-16,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,8,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-17,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,9,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-18,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,10,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-19,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,11,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-20,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,12,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-21,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,13,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-22,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,14,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-23,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,15,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-24,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,16,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-25,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,17,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-26,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,18,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-27,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,19,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-28,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,20,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-29,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,21,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-30,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,22,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-31,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,23,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-01,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,24,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-02,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,25,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-03,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,26,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-04,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,27,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-05,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,28,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-06,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,29,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-07,0.0,0.0,0.0,104.0,3913116852.0,2025-08-04 17:37:22.474155,30,BELLATORIA ULT PEPPERONI PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-09,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,1,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-10,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,2,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-11,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,3,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-12,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,4,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-13,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,5,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-14,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,6,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-15,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,7,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-16,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,8,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-17,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,9,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-18,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,10,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-19,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,11,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-20,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,12,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-21,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,13,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-22,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,14,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-23,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,15,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-24,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,16,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-25,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,17,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-26,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,18,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-27,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,19,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-28,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,20,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-29,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,21,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-30,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,22,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-31,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,23,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-01,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,24,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-02,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,25,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-03,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,26,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-04,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,27,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-05,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,28,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-06,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,29,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-07,0.0,0.0,0.0,104.0,3913116853.0,2025-08-04 17:37:51.202166,30,BELLATORIA ULT SUPREME PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-09,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,1,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-10,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,2,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-11,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,3,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-12,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,4,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-13,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,5,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-14,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,6,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-15,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,7,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-16,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,8,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-17,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,9,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-18,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,10,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-19,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,11,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-20,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,12,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-21,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,13,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-22,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,14,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-23,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,15,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-24,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,16,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-25,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,17,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-26,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,18,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-27,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,19,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-28,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,20,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-29,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,21,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-30,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,22,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-31,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,23,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-01,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,24,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-02,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,25,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-03,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,26,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-04,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,27,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-05,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,28,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-06,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,29,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-07,0.0,0.0,0.0,104.0,3913116856.0,2025-08-04 17:38:20.561206,30,BELLATORIA GAR CHKN ALFR PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-09,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,1,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-10,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,2,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-11,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,3,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-12,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,4,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-13,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,5,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-14,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,6,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-15,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,7,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-16,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,8,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-17,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,9,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-18,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,10,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-19,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,11,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-20,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,12,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-21,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,13,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-22,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,14,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-23,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,15,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-24,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,16,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-25,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,17,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-26,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,18,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-27,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,19,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-28,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,20,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-29,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,21,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-30,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,22,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-31,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,23,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-01,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,24,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-02,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,25,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-03,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,26,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-04,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,27,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-05,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,28,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-06,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,29,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-08-07,0.0,0.0,0.0,104.0,3913116891.0,2025-08-04 17:39:01.295989,30,BELLATORIA SAUS ITALIA PIZZA,Weighted_ARIMA,Time Series Ensemble
2025-07-09,0.0,0.0,0.0,104.0,3913116957.0,2025-08-04 17:39:21.683709,1,BELLATORIA HAWAIIAN BBQ PIZZA,Weighted_ARIMA,Time Series Ensemble
