Store_Id,Item,Product,Elasticity,Current_Price,Optimal_Price,Price_Change_Pct,Expected_Sales_Change_Pct,Expected_Profit_Change_Pct,Cost,Current_Margin_Pct,New_Margin_Pct,Constraint_Applied,Recommendation
104.0,4280010700.0,TOTINO SUPREME PIZZA,-1.0,2.19,2.6279999999999997,19.999999999999996,-16.666666666666664,113.69047619047609,1.91,12.785388127853883,27.321156773211563,margin_upper_bound,Increase price by 20.0%
104.0,4280010800.0,TOTINO 3 MEAT PIZZA,-1.0,2.19,2.6279999999999997,19.999999999999996,-16.666666666666664,113.69047619047609,1.91,12.785388127853883,27.321156773211563,margin_upper_bound,Increase price by 20.0%
104.0,4280011100.0,TOTINO SAUSAGE PIZZA,-1.0,2.19,2.19,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,4280011200.0,TOTINO HAMBRGR PIZZA,-1.0,2.19,2.19,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,4280011300.0,TOTINO CHEESE PIZZA,-1.0,2.19,2.6279999999999997,19.999999999999996,-16.666666666666664,113.69047619047609,1.91,12.785388127853883,27.321156773211563,margin_upper_bound,Increase price by 20.0%
104.0,4280011400.0,TOTINO PEPPERONI PIZZA,-1.0,2.19,2.6279999999999997,19.999999999999996,-16.666666666666664,113.69047619047609,1.91,12.785388127853883,27.321156773211563,margin_upper_bound,Increase price by 20.0%
104.0,4280011520.0,TOTINO 3 CHEESE PIZZA,-1.0,2.19,2.6279999999999997,19.999999999999996,-16.666666666666664,113.69047619047619,1.9100000000000001,12.785388127853873,27.321156773211552,margin_upper_bound,Increase price by 20.0%
104.0,4280011600.0,TOTINO COMBINATION PIZZA,-1.0,2.19,2.6279999999999997,19.999999999999996,-16.666666666666664,113.69047619047609,1.91,12.785388127853883,27.321156773211563,margin_upper_bound,Increase price by 20.0%
104.0,4786100005.0,IMOS PEPPERONI PIZZA,-1.0,7.49,8.988,19.999999999999996,-16.666666666666664,92.83625730994143,6.35,15.22029372496663,29.350244770805517,margin_upper_bound,Increase price by 20.0%
104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,-1.0,6.99,8.388,19.999999999999996,-16.666666666666664,47.34432234432231,5.17,26.03719599427754,38.36432999523128,margin_upper_bound,Increase price by 20.0%
104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,-1.0,5.99,5.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,-1.0,5.99,5.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,-1.0,6.99,8.388,19.999999999999996,-16.666666666666664,47.34432234432231,5.17,26.03719599427754,38.36432999523128,margin_upper_bound,Increase price by 20.0%
104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,-1.0,6.49,7.788,19.999999999999996,-16.666666666666664,65.27777777777777,5.17,20.33898305084746,33.61581920903955,margin_upper_bound,Increase price by 20.0%
104.0,7192197185.0,TOMBSTONE PEPPERONI PIZZA,-1.0,5.99,7.188,19.999999999999996,-16.666666666666664,51.71232876712328,4.53,24.37395659432387,36.97829716193656,margin_upper_bound,Increase price by 20.0%
104.0,7218056624.0,RED BARON 4 MEAT PIZZA,-1.0,4.99,4.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218056632.0,RED BARON DEEP DISH MEAT TRIO,-1.0,4.49,5.388,19.999999999999996,-16.666666666666664,40.45801526717556,3.18,29.175946547884184,40.97995545657015,margin_upper_bound,Increase price by 20.0%
104.0,7218056638.0,RED BARON DEEP DISH CHEESE,-1.0,4.49,4.49,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218063187.0,RED BARON D/D/ BACON SCRAMBLE,-1.0,4.49,4.49,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218063193.0,RED BARON D/D/ SAUSAGE SCRAMBLE,-1.0,4.49,5.388,19.999999999999996,-16.666666666666664,40.45801526717556,3.18,29.175946547884184,40.97995545657015,margin_upper_bound,Increase price by 20.0%
104.0,7218063243.0,RED BARON FH BD 3 MEAT,-1.0,4.49,5.388,19.999999999999996,-16.666666666666664,40.45801526717556,3.18,29.175946547884184,40.97995545657015,margin_upper_bound,Increase price by 20.0%
104.0,7218063244.0,RED BARON FH PEPPERONI,-1.0,4.49,5.388,19.999999999999996,-16.666666666666664,40.45801526717556,3.18,29.175946547884184,40.97995545657015,margin_upper_bound,Increase price by 20.0%
104.0,7218063245.0,RED BARON FH 5 CHEESE & GARLIC,-1.0,4.49,5.388,19.999999999999996,-16.666666666666664,40.45801526717556,3.18,29.175946547884184,40.97995545657015,margin_upper_bound,Increase price by 20.0%
104.0,7218063247.0,RED BARON FH SUPREME,-1.0,4.49,4.49,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218063429.0,RED BARON 4 CHEESE PIZZA,-1.0,4.99,5.988,19.999999999999996,-16.666666666666664,83.53413654618475,4.16,16.63326653306613,30.527722110888444,margin_upper_bound,Increase price by 20.0%
104.0,7218063469.0,RED BARON DELUXE PIZZA,-1.0,4.99,5.988,19.999999999999996,-16.666666666666664,83.53413654618475,4.16,16.63326653306613,30.527722110888444,margin_upper_bound,Increase price by 20.0%
104.0,7218063471.0,RED BARON SUPREME PIZZA,-1.0,4.99,4.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218063473.0,RED BARON PEPPERONI PIZZA,-1.0,4.99,5.988,19.999999999999996,-16.666666666666664,83.53413654618475,4.16,16.63326653306613,30.527722110888444,margin_upper_bound,Increase price by 20.0%
104.0,7218063717.0,TONYS PS PEPPERONI,-1.0,3.99,3.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218063718.0,TONYS PS CHEESE,-1.0,3.99,3.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218063735.0,TONYS PS MEAT TRIO,-1.0,3.99,4.788,19.999999999999996,-16.666666666666664,43.787878787878775,2.89,27.56892230576441,39.64076858813701,margin_upper_bound,Increase price by 20.0%
104.0,7218063736.0,TONYS PS SUPREME,-1.0,3.99,3.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218063810.0,RED BARON BO CHEESE TRIO,-1.0,4.99,4.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218063811.0,RED BARON BO PEPPERONI,-1.0,4.99,4.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7218073366.0,RED BARON D/D PEPPERONI PIZZA,-1.0,4.49,5.388,19.999999999999996,-16.666666666666664,40.45801526717556,3.18,29.175946547884184,40.97995545657015,margin_upper_bound,Increase price by 20.0%
104.0,7218073367.0,RED BARON D/D/ SUPREME PIZZA,-1.0,4.49,5.388,19.999999999999996,-16.666666666666664,40.45801526717556,3.18,29.175946547884184,40.97995545657015,margin_upper_bound,Increase price by 20.0%
104.0,7465330890.0,JACKS CHEESE PIZZA,-1.0,4.99,4.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7465379187.0,JACKS PEPPERONI PIZZA,-1.0,4.99,5.988,19.999999999999996,-16.666666666666664,42.31678486997639,3.58,28.256513026052104,40.213760855043425,margin_upper_bound,Increase price by 20.0%
104.0,7570612755.0,PALERMOS THIN CRUST CHEESE,-1.0,3.99,4.788,19.999999999999996,-16.666666666666664,50.5050505050505,3.0,24.812030075187973,37.34335839598998,margin_upper_bound,Increase price by 20.0%
104.0,7570612756.0,PALERMOS THIN CRUST PEPPERONI,-1.0,3.99,4.788,19.999999999999996,-16.666666666666664,50.5050505050505,3.0,24.812030075187973,37.34335839598998,margin_upper_bound,Increase price by 20.0%
104.0,7570612758.0,PALERMOS THIN CRUST COMBO,-1.0,3.99,3.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7570615101.0,SCM SICILIAN HOLY PEPPERONI,-1.0,7.99,7.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7570615103.0,SCM SICILIAN SUPREMUS MAXIUMS,-1.0,7.99,7.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7570615108.0,SCM SICILIAN MOTHER OF MEAT,-1.0,7.99,7.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7570630318.0,SCM SICILIAN THIN CRST PEPPERONI,-1.0,7.99,7.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7570630320.0,SCM SICILIAN THIN CRST SUPREME,-1.0,7.99,7.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,7570630570.0,SCM SICILIAN TC SAUS/PEP,-1.7040389370139215,7.99,7.191000000000001,-9.999999999999998,19.666488037102514,7.6998392333922805,0.0,100.0,100.0,elasticity_lower_bound,Decrease price by 10.0%
104.0,7570630848.0,SCM SICILIAN BBQ CHICKEN,-1.9046034498519242,7.99,7.191000000000001,-9.999999999999998,22.22213741688661,9.999923675197952,0.0,100.0,100.0,elasticity_lower_bound,Decrease price by 10.0%
